news_source,agree_disagree,bias_rating,news_source_internal_url,agree,disagree,perc_agree,rating_num
InfoWars,agree disagree 5780/1283,right,https://www.allsides.com/news-source/infowars,5780,1283,0.8183491434234744,5.0
Inland Valley Daily Bulletin,agree disagree 64/72,center,https://www.allsides.com/news-source/inland-valley-daily-bulletin-media-bias,64,72,0.47058823529411764,3.0
InMenlo,agree disagree 10/12,center,https://www.allsides.com/news-source/inmenlo-media-bias,10,12,0.45454545454545453,3.0
Inside Higher Ed,agree disagree 66/84,left-center,https://www.allsides.com/news-source/inside-higher-ed-media-bias,66,84,0.44,2.0
Inside Philanthropy,agree disagree 378/421,center,https://www.allsides.com/news-source/inside-philanthropy,378,421,0.47309136420525655,3.0
InsiderNJ,agree disagree 2/2,left-center,https://www.allsides.com/news-source/insidernj-media-bias,2,2,0.5,2.0
Institute for Cultural Evolution,agree disagree 17/23,center,https://www.allsides.com/news-source/institute-cultural-evolution-media-bias,17,23,0.425,3.0
Intellectual Conservative,agree disagree 436/489,right-center,https://www.allsides.com/news-source/intellectual-conservative,436,489,0.47135135135135137,4.0
International Business Times,agree disagree 1223/1030,center,https://www.allsides.com/news-source/international-business-times,1223,1030,0.5428317798490901,3.0
Investopedia,agree disagree 93/56,center,https://www.allsides.com/news-source/investopedia-media-bias,93,56,0.6241610738255033,3.0
Investor's Business Daily,agree disagree 1381/1142,right-center,https://www.allsides.com/news-source/investors-business-daily,1381,1142,0.5473642489100278,4.0
Iowa Capital Dispatch,agree disagree 39/48,center,https://www.allsides.com/news-source/iowa-capital-dispatch-media-bias,39,48,0.4482758620689655,3.0
Iowa Public Radio,agree disagree 15/70,center,https://www.allsides.com/news-source/iowa-public-radio-media-bias,15,70,0.17647058823529413,3.0
Iowa State Daily,agree disagree 13/15,center,https://www.allsides.com/news-source/iowa-state-daily-media-bias,13,15,0.4642857142857143,3.0
Iredell Free News,agree disagree 10/14,center,https://www.allsides.com/news-source/iredell-free-news-media-bias,10,14,0.4166666666666667,3.0
Irving Weekly,agree disagree 15/16,center,https://www.allsides.com/news-source/irving-weekly-media-bias,15,16,0.4838709677419355,3.0
Isaac Schorr,agree disagree 43/56,right-center,https://www.allsides.com/news-source/isaac-schorr-media-bias,43,56,0.43434343434343436,4.0
Isaiah Anthony,agree disagree 56/56,center,https://www.allsides.com/news-source/isaiah-anthony-media-bias,56,56,0.5,3.0
Issue One,agree disagree 32/24,center,https://www.allsides.com/news-source/issue-one-media-bias,32,24,0.5714285714285714,3.0
ITV,agree disagree 5/8,center,https://www.allsides.com/news-source/itv-media-bias,5,8,0.38461538461538464,3.0
IVN,agree disagree 540/555,center,https://www.allsides.com/news-source/ivn,540,555,0.4931506849315068,3.0
Jack Ohman (cartoonist),agree disagree 133/74,left,https://www.allsides.com/news-source/jack-ohman-cartoonist,133,74,0.642512077294686,1.0
Jack Shafer,agree disagree 28/35,center,https://www.allsides.com/news-source/jack-shafer-media-bias,28,35,0.4444444444444444,3.0
Jack Welch,agree disagree 173/172,right-center,https://www.allsides.com/news-source/jack-welch,173,172,0.5014492753623189,4.0
Jackson Hole News&Guide,agree disagree 14/17,center,https://www.allsides.com/news-source/jackson-hole-newsguide-media-bias,14,17,0.45161290322580644,3.0
Jackson Lanzer,agree disagree 84/103,center,https://www.allsides.com/news-source/jackson-lanzer-media-bias,84,103,0.44919786096256686,3.0
Jacob Hess,agree disagree 80/138,right,https://www.allsides.com/news-source/jacob-hess-media-bias,80,138,0.3669724770642202,5.0
Jacobin,agree disagree 1373/359,left,https://www.allsides.com/news-source/jacobin-media-bias,1373,359,0.7927251732101617,1.0
Jamelle Bouie,agree disagree 88/41,left,https://www.allsides.com/news-source/jamelle-bouie-media-bias,88,41,0.6821705426356589,1.0
James Bovard,agree disagree 90/86,right-center,https://www.allsides.com/news-source/james-bovard-media-bias,90,86,0.5113636363636364,4.0
James Coan,agree disagree 78/97,center,https://www.allsides.com/news-source/james-coan-media-bias,78,97,0.44571428571428573,3.0
James Downie,agree disagree 77/38,left,https://www.allsides.com/news-source/james-downie-media-bias,77,38,0.6695652173913044,1.0
James Hohmann,agree disagree 134/147,right-center,https://www.allsides.com/news-source/james-hohmann,134,147,0.47686832740213525,4.0
James Mattis,agree disagree 142/120,center,https://www.allsides.com/news-source/james-mattis-media-bias,142,120,0.5419847328244275,3.0
James Pethokoukis,agree disagree 144/169,right-center,https://www.allsides.com/news-source/james-pethokoukis,144,169,0.46006389776357826,4.0
James Poulos,agree disagree 105/157,right,https://www.allsides.com/news-source/james-poulos,105,157,0.40076335877862596,5.0
Jamestown Press,agree disagree 13/17,center,https://www.allsides.com/news-source/jamestown-press-media-bias,13,17,0.43333333333333335,3.0
Jared McKiernan,agree disagree 56/64,center,https://www.allsides.com/news-source/jared-mckiernan-media-bias,56,64,0.4666666666666667,3.0
Jason L Riley,agree disagree 19/36,right-center,https://www.allsides.com/news-source/jason-l-riley-media-bias,19,36,0.34545454545454546,4.0
Jed Shugerman,agree disagree 24/25,left-center,https://www.allsides.com/news-source/jed-shugerman-media-bias,24,25,0.4897959183673469,2.0
Jeff Danziger (cartoonist),agree disagree 142/94,left,https://www.allsides.com/news-source/jeff-danziger-cartoonist,142,94,0.6016949152542372,1.0
Jeff Flake,agree disagree 153/313,right-center,https://www.allsides.com/news-source/jeff-flake-media-bias,153,313,0.3283261802575107,4.0
Jeff Jacoby,agree disagree 163/191,right,https://www.allsides.com/news-source/jeff-jacoby,163,191,0.4604519774011299,5.0
Jeff Spross,agree disagree 124/72,left,https://www.allsides.com/news-source/jeff-spross-media-bias,124,72,0.6326530612244898,1.0
Jeff Stahler (cartoonist),agree disagree 155/93,left,https://www.allsides.com/news-source/jeff-stahler-cartoonist,155,93,0.625,1.0
Jefferson City News Tribune,agree disagree 34/28,center,https://www.allsides.com/news-source/jefferson-city-news-tribune-media-bias,34,28,0.5483870967741935,3.0
Jefferson Public Radio,agree disagree 61/131,center,https://www.allsides.com/news-source/jefferson-public-radio-media-bias,61,131,0.3177083333333333,3.0
Jeffrey Blehar,agree disagree 32/50,right-center,https://www.allsides.com/news-source/jeffrey-blehar-media-bias,32,50,0.3902439024390244,4.0
Jen Sorensen (cartoonist),agree disagree 140/82,left,https://www.allsides.com/news-source/jen-sorensen-cartoonist,140,82,0.6306306306306306,1.0
Jennifer Auer,agree disagree 55/57,center,https://www.allsides.com/news-source/jennifer-auer-media-bias,55,57,0.49107142857142855,3.0
Jennifer Rubin,agree disagree 309/523,left-center,https://www.allsides.com/news-source/jennifer-rubin,309,523,0.3713942307692308,2.0
Jeremy E Sherman,agree disagree 71/81,left-center,https://www.allsides.com/news-source/jeremy-e-sherman-media-bias,71,81,0.46710526315789475,2.0
Jeremy Garson,agree disagree 39/46,left-center,https://www.allsides.com/news-source/jeremy-garson-media-bias,39,46,0.4588235294117647,2.0
Jeremy Stahl,agree disagree 70/31,left,https://www.allsides.com/news-source/jeremy-stahl-media-bias,70,31,0.693069306930693,1.0
Jerome Adams,agree disagree 16/20,center,https://www.allsides.com/news-source/jerome-adams-media-bias,16,20,0.4444444444444444,3.0
Jerry Bowyer,agree disagree 204/336,right,https://www.allsides.com/news-source/jerry-bowyer,204,336,0.37777777777777777,5.0
Jerry Holbert (cartoonist),agree disagree 103/153,right,https://www.allsides.com/news-source/jerry-holbert-cartoonist,103,153,0.40234375,5.0
Jersey Shore Online,agree disagree 8/14,center,https://www.allsides.com/news-source/jersey-shore-online-media-bias,8,14,0.36363636363636365,3.0
Jesse Lee Peterson,agree disagree 19/60,right,https://www.allsides.com/news-source/jesse-lee-peterson-media-bias,19,60,0.24050632911392406,5.0
Jessica Carpenter,agree disagree 46/39,center,https://www.allsides.com/news-source/jess-carpenter-media-bias,46,39,0.5411764705882353,3.0
Jessica Hardin,agree disagree 44/45,center,https://www.allsides.com/news-source/jessica-hardin-media-bias,44,45,0.4943820224719101,3.0
Jewish Insider,agree disagree 40/55,center,https://www.allsides.com/news-source/jewish-insider-media-bias,40,55,0.42105263157894735,3.0
Jezebel,agree disagree 564/189,left,https://www.allsides.com/news-source/jezebel-media-bias,564,189,0.749003984063745,1.0
Jill Filipovic,agree disagree 88/30,left,https://www.allsides.com/news-source/jill-filipovic-media-bias,88,30,0.7457627118644068,1.0
Jill Lawrence,agree disagree 52/42,left-center,https://www.allsides.com/news-source/jill-lawrence-media-bias,52,42,0.5531914893617021,2.0
Jim Geraghty,agree disagree 121/147,right-center,https://www.allsides.com/news-source/jim-geraghty-media-bias,121,147,0.45149253731343286,4.0
Jim Morin (cartoonist),agree disagree 117/53,left,https://www.allsides.com/news-source/jim-morin-cartoonist,117,53,0.6882352941176471,1.0
Jim Obergefell,agree disagree 88/86,left-center,https://www.allsides.com/news-source/jim-obergefell-media-bias,88,86,0.5057471264367817,2.0
Jim Rutenberg,agree disagree 106/96,left-center,https://www.allsides.com/news-source/jim-rutenberg,106,96,0.5247524752475248,2.0
Joan Blades,agree disagree 275/259,left,https://www.allsides.com/news-source/joan-blades,275,259,0.5149812734082397,1.0
Joan Walsh,agree disagree 149/65,left,https://www.allsides.com/news-source/joan-walsh-media-bias,149,65,0.6962616822429907,1.0
Joe Rogan,agree disagree 355/230,center,https://www.allsides.com/news-source/joe-rogan-media-bias,355,230,0.6068376068376068,3.0
Joe Scarborough,agree disagree 408/1651,right-center,https://www.allsides.com/news-source/joe-scarborough,408,1651,0.19815444390480816,4.0
Joel Osteen,agree disagree 20/37,center,https://www.allsides.com/news-source/joel-osteen-media-bias,20,37,0.3508771929824561,3.0
Joel Pett (cartoonist),agree disagree 148/100,left,https://www.allsides.com/news-source/joel-pett-cartoonist,148,100,0.5967741935483871,1.0
JoeMyGod,agree disagree 55/41,left,https://www.allsides.com/news-source/joemygod-media-bias,55,41,0.5729166666666666,1.0
John Boehner,agree disagree 328/494,right,https://www.allsides.com/news-source/john-boehner,328,494,0.39902676399026765,5.0
John Bolton,agree disagree 64/91,right-center,https://www.allsides.com/news-source/john-bolton-media-bias,64,91,0.4129032258064516,4.0
John Deering (cartoonist),agree disagree 92/92,center,https://www.allsides.com/news-source/john-deering-cartoonist,92,92,0.5,3.0
John Fund,agree disagree 202/235,right-center,https://www.allsides.com/news-source/john-fund,202,235,0.4622425629290618,4.0
"John Gable, AllSides Co-founder",agree disagree 399/417,right-center,https://www.allsides.com/news-source/john-gable,399,417,0.4889705882352941,4.0
John Gallagher,agree disagree 24/22,left-center,https://www.allsides.com/news-source/john-gallagher-media-bias,24,22,0.5217391304347826,2.0
John K. Herr,agree disagree 98/96,right-center,https://www.allsides.com/news-source/john-k-herr,98,96,0.5051546391752577,4.0
John Lewis,agree disagree 55/81,left-center,https://www.allsides.com/news-source/john-lewis-media-bias,55,81,0.40441176470588236,2.0
John Logan,agree disagree 20/30,left-center,https://www.allsides.com/news-source/john-logan-media-bias,20,30,0.4,2.0
John Nichols,agree disagree 44/20,left,https://www.allsides.com/news-source/john-nichols-media-bias,44,20,0.6875,1.0
John Podhoretz,agree disagree 56/109,right,https://www.allsides.com/news-source/john-podhoretz-media-bias,56,109,0.3393939393939394,5.0
John Pudner,agree disagree 128/194,right,https://www.allsides.com/news-source/john-pudner,128,194,0.39751552795031053,5.0
John R. Wood Jr.,agree disagree 95/103,center,https://www.allsides.com/news-source/john-r-wood-jr-media-bias,95,103,0.4797979797979798,3.0
John Stossel,agree disagree 1063/859,right-center,https://www.allsides.com/news-source/john-stossel,1063,859,0.5530697190426639,4.0
Johnathon Held,agree disagree 38/57,right-center,https://www.allsides.com/news-source/johnathon-held-media-bias,38,57,0.4,4.0
Johnny Harris,agree disagree 286/163,left-center,https://www.allsides.com/news-source/johnny-harris-media-bias,286,163,0.6369710467706013,2.0
Jon Lovett,agree disagree 51/19,left,https://www.allsides.com/news-source/jon-lovett-media-bias,51,19,0.7285714285714285,1.0
Jon Terbush,agree disagree 159/212,left-center,https://www.allsides.com/news-source/jon-terbush,159,212,0.42857142857142855,2.0
Jonah Goldberg,agree disagree 174/330,right,https://www.allsides.com/news-source/jonah-goldberg-media-bias,174,330,0.34523809523809523,5.0
Jonathan Bernstein,agree disagree 38/60,center,https://www.allsides.com/news-source/jonathan-bernstein-media-bias,38,60,0.3877551020408163,3.0
Jonathan Chait,agree disagree 263/196,left,https://www.allsides.com/news-source/jonathan-chait,263,196,0.5729847494553377,1.0
Jonathan Haidt,agree disagree 153/105,center,https://www.allsides.com/news-source/jonathan-haidt-media-bias,153,105,0.5930232558139535,3.0
Jonathan Miller,agree disagree 190/130,left,https://www.allsides.com/news-source/jonathan-miller,190,130,0.59375,1.0
Jonathan Turley,agree disagree 72/140,right-center,https://www.allsides.com/news-source/jonathan-turley-media-bias,72,140,0.33962264150943394,4.0
Jordan Weissmann,agree disagree 109/62,left,https://www.allsides.com/news-source/jordan-weissmann-media-bias,109,62,0.6374269005847953,1.0
Joseph Curl,agree disagree 23/71,right,https://www.allsides.com/news-source/joseph-curl-media-bias,23,71,0.24468085106382978,5.0
Joseph Ratliff,agree disagree 106/146,left-center,https://www.allsides.com/news-source/joseph-ratliff-media-bias,106,146,0.42063492063492064,2.0
Journal News,agree disagree 11/17,center,https://www.allsides.com/news-source/journal-news-media-bias,11,17,0.39285714285714285,3.0
Journalist's Resource,agree disagree 365/402,center,https://www.allsides.com/news-source/journalists-resource,365,402,0.4758800521512386,3.0
Joyce Meyer,agree disagree 15/20,center,https://www.allsides.com/news-source/joyce-meyer-media-bias,15,20,0.42857142857142855,3.0
Jreg (Youtuber),agree disagree 118/143,center,https://www.allsides.com/news-source/jreg-youtuber-media-bias,118,143,0.4521072796934866,3.0
JRL Charts,agree disagree 35/17,left,https://www.allsides.com/news-source/jrl-charts-media-bias,35,17,0.6730769230769231,1.0
JSTOR Daily,agree disagree 136/107,center,https://www.allsides.com/news-source/jstor-daily-media-bias,136,107,0.5596707818930041,3.0
Juan Williams,agree disagree 693/680,left-center,https://www.allsides.com/news-source/juan-williams,693,680,0.504734158776402,2.0
Jubilee Media,agree disagree 448/537,left-center,https://www.allsides.com/news-source/jubilee-media-bias,448,537,0.4548223350253807,2.0
