Date,Title,Bias Rating
Jan 10 2024,Democrat Trygve Hammer announces run for North Dakota House seat,center
Dec 06 2023,Putin lands in UAE for rare foreign trip,center
Jan 10 2024,Blinken Meets With Abbas to Talk About Gaza’s Future,left
Oct 19 2012,Is the War on Terror Over?,center
Dec 28 2023,Nikki Haley Implodes When Asked About Slavery,left
Sep 28 2012,Ending the war in Iraq,left
Jan 17 2024,Tucker Carlson Destroys Nikki Haley in One Video,right
Feb 08 2023,Sarah Huckabee Sanders attacks ‘left-wing culture war’ in SOTU response,left
Nov 17 2022,"Russian missiles pound Ukraine power supply, fighting rages in east",center
Apr 25 2022,Biden to nominate Bridget Brink as U.S. ambassador to Ukraine,left
Jan 10 2024,Democrat Trygve Hammer officially announces run for U.S. House against Armstrong,center
Jan 13 2024,"C.I.A. Homes In on Hamas Leadership, U.S. Officials Say",left
Apr 25 2022,Biden selects Bridget Brink as U.S. ambassador to Ukraine,left
Aug 24 2022,Biden marks Ukraine Independence Day with $3 bln package,center
Jan 10 2024,Rep. Chris Deluzio becomes first Democrat in Congress to call for Defense Secretary Lloyd Austin’s resignation over hiding cancer surgery,right
May 14 2021,When Israel and the Palestinians Go to War,center
Jan 08 2024,"Biden's Black support in 2020 'borrowed' from Obama, message not resonating, South Carolina voters say",right
Mar 21 2023,Iraq war 20 years on: How invasion plunged country into decades of chaos,center
Apr 20 2022,China looks to learn from Russian failures in Ukraine,left
May 24 2019,The Democrats’ Other Class War,right
Feb 07 2023,"Google opens testing of ChatGPT rival, as artificial intelligence war heats up",right
Jan 05 2020,"As Sanders and Warren Vow to Block War With Iran, Biden and Buttigieg Offer Better-Run Wars",left
Mar 18 2022,Blinken: Biden Will Tell Xi Jinping That China Will Face ‘Costs’ If It Supports Putin’s War,right
Jan 12 2024,Houthis Warn 'All Force' Will Be Used to Respond to US Bombing Yemen,center
Jan 09 2024,Israel Faces 'Challenging Moment' But 'Opportunities' For Mideast Integration: Blinken,center
Jul 04 2022,America At War: The Fentanyl Crisis Killing Hundreds of Thousands,right
Jan 10 2024,Blinken Rallying Middle East for 'Pathway to a Palestinian State',right
Jun 14 2022,Taiwan: Are the US and China heading to war over the island?,center
Apr 13 2022,Biden calls atrocities in Ukraine a 'genocide' for the first time,left
Mar 16 2023,"Joe Mixon’s Sister, Her Boyfriend Indicted in ‘Nerf Wars’ Shooting That Injured Teen",left
Apr 11 2022,How will Russia attack Ukraine's new front lines?,center
Apr 25 2019,The Joe Biden culture war,left
Jan 10 2024,Former Labour leader Jeremy Corbyn joins South African delegation to UN's top court,left
Apr 18 2023,"Civil War reenactor pleads guilty to planting pipe bomb at VA battlefield, blaming Antifa",right
Jan 02 2024,A ruling for the law: The Supreme Court of Israel protects the independent judiciary,left
Dec 28 2023,Don Lemon hits Haley walking back slavery comment after previous clash: 'Didn't offer me that same grace',right
Mar 16 2023,Top China and US envoys speak with Ukrainian foreign minister about war’s outlook,center
Jan 10 2024,US and UK navies repel largest Houthi attack on Red Sea shipping,center
Mar 24 2022,I’m the Prime Minister of Estonia. Putin Can’t Think He’s Won This War.,center
Jan 10 2024,Michele Tafoya rips Jimmy Kimmel's 'predictable' rant about Aaron Rodgers,right
Jan 09 2024,UK Labour’s ex-chief Corbyn joins South African delegation to ICJ case against Israel,center
Jul 31 2023,"Breaking: House Republicans Will Disclose New Biden Family Bank Records from Russia, Ukraine and Kazahkstan Today During Devon Archer Hearing",right
May 26 2022,"Sanctions against Russia are 'draining' country's economy and Putin's 'war machine,' European Commission president says",left
Feb 12 2021,"Microsoft, Google at war over news",left
Jun 25 2023,"NJ parents group rips state AG for 'waging war' on parents, children by suing schools over trans policy",right
Jun 06 2023,"Oklahoma OKs First Religious Charter School, Teeing Up Legal War Over Separation of Church and State",left
Mar 03 2022,1 million flee Ukraine as Russian assault hits key cities and fuels exodus,left
Mar 29 2022,"In Istanbul, Ukraine offers Russia ‘neutrality’ for security guarantees",left
Nov 03 2022,Russian Shelling Forces Ukraine Nuclear Plant to Run on Backup Generators,center
Aug 31 2014,Putin Calls for Talks on 'Statehood' of Eastern Ukraine,right
Oct 30 2022,Ukraine Says Russia Grain Move Requires Strong International Response,right
Jan 23 2021,The Forgotten People Fighting the Forever War,left
Feb 26 2023,CIA director says US is ‘confident’ China considering providing lethal equipment to assist Russia in war: CBS interview,center
Jan 02 2023,Dozens of Russian soldiers feared dead as Ukraine strikes Moscow-controlled region,left
Jan 27 2023,Pope Francis Condemning Gay Marriage Bans Highlights Catholic 'Civil War',center
Dec 29 2023,Dems Quiet After Tlaib Condemns Netanyahu Supporters,right
Jan 10 2024,Right-wing media ignore GOP stonewalling in order to blame Biden and Democrats for lack of action on the border,left
Mar 21 2022,Ohio’s Senate race highlights Republican divide on Ukraine,center
May 27 2013,Obama offers salute to Korean War vets as Afghanistan War winds down,left
Sep 30 2022,"Putin swipes at US in hostile speech amid annexation of Ukraine, says it set 'precedent' for nuclear warfare",right
Mar 08 2023,"Twenty years later, US Senate may finally end authorization for war on Iraq",center
Mar 18 2022,How Russia’s Revamped Military Fumbled the Invasion of Ukraine,center
Mar 25 2022,Ukraine reports 300 died in Russian strike on theater,left
May 07 2022,Media Outlets Have A History Of Promoting Pro-War Advocates With Financial Ties To Weapons Industry,center
Jan 15 2024,Another Liberal Narrative Just Disintegrated in Vermont,right
Mar 14 2022,Blinken Approves $200 Million In Defense Aid For Ukraine,right
Jan 01 2023,"US helped Ukraine target Russian generals, sink Moskva, book reveals",right
Mar 15 2022,The Kremlin Is Reportedly Thrilled With Tucker Carlson’s Ukraine Coverage,left
Mar 15 2022,Fox News cameraman Pierre Zakrzewski killed in Ukraine,right
Mar 13 2022,"American filmmaker killed in Ukraine, Kyiv police say",center
Mar 12 2022,"Russia’s Claim of Chemical, Bio Labs in Ukraine Is a Ruse",right
Mar 23 2022,"Who is Anatoly Chubais, the highest official to cut Kremlin ties since Ukraine invasion?",left
Jan 12 2024,"It’s not just Israel in the dock over genocide, it’s everyone who looked away",left
Mar 11 2022,"Senate averts shutdown, passes $13.6B in Ukraine aid",center
Apr 25 2022,Blinken: 'We Will Have American Diplomats Back in Ukraine Starting Next Week',right
Mar 09 2022,U.S. closes door on sending fighter jets to Ukraine,left
May 10 2022,"Emboldened by wins, GOP goes all in on the culture wars",left
Dec 08 2023,Putin to stand for fifth term as Russian president,center
Mar 11 2022,Russia widens attack with airstrikes on western Ukraine cities,left
Jan 08 2024,Biden slammed for stoking racial fears at Charleston church massacre campaign stop,right
Jan 16 2024,A Raw Contest of Two Aged Men,right
Oct 21 2022,"U.S., Russian defence ministers hold call on security, Ukraine - RIA",center
Mar 07 2022,Ukraine: Angry Zelensky vows to punish Russian atrocities,center
Jan 08 2024,Protesters calling for Gaza ceasefire interrupt Biden speech in S.C.,left
Jan 08 2024,No arrests were made during protest on I-5 in Seattle that caused gridlock,center
May 19 2023,"Pentagon accounting ‘mishap’ could allow US to send Ukraine
billions more in aid without Congressional approval",right
Dec 07 2022,Franklin Graham's Ministry Sends 100M Pounds of Food to Ukraine as Pastors Brave Harrowing Frontline Conditions,right
Oct 18 2022,"Russia keeps hitting Ukraine's energy infrastructure, causing 'massive blackouts'",center
Dec 31 2023,"South Africa’s genocide case against Israel, explained",left
Jan 08 2024,"Pro-Palestine groups block New York City bridges, Holland Tunnel to illustrate ‘trapped’ feeling in Gaza",center
Feb 28 2022,Ukraine invasion: Misleading claims continue to go viral,center
Jan 08 2024,Nikki Haley rips Biden’s ‘politicized racial speech’ at Charleston church hit by 2015 mass shooting,right
Mar 01 2022,Russian forces escalate attacks on Ukraine’s civilian areas,left
Apr 30 2022,"What We Know About Willy Joseph Cancel, the Former US Marine Killed in Ukraine",left
Jan 08 2024,"Wild video captures NYC driver getting out of car to shove anti-Israel protesters: ‘You’re disrupting traffic, idiots!’",right
Jun 30 2018,The War On Women Is Already Here,left
Feb 24 2022,Americans Currently Support Sanctioning Russia For Invading Ukraine But Are Reluctant To Deploy Troops,center
Feb 27 2022,Ukraine conflict: Further false images shared online,center
Feb 24 2022,Russian military attacks kill dozens of people in Ukraine,left
Feb 25 2022,US to impose sanctions on Putin following Ukraine invasion,left
Nov 18 2022,Watchdog’s Damning Report On War In Afghanistan Details Two-Decade Debacle,right
Feb 22 2022,White House calls Russian moves on Ukraine an invasion,left
Feb 21 2022,Ukraine denies Moscow's allegation that it sent troops into Russia,center
Jan 08 2024,Biden heads to South Carolina church rampage site to underline support for racial justice,left
Jul 11 2022,Putin expands fast-track Russian citizenship to all of Ukraine,left
Jan 08 2024,The U.S. Is Dealing With an Israeli Leader Who’s Losing Control,left
Feb 21 2022,"Putin orders Russian ""peacekeeping operations"" in eastern Ukraine",left
Feb 23 2022,Ukraine to impose state of emergency but no martial law yet,center
Feb 23 2022,Key to US response on Ukraine: A restoration of trust with allies,center
Oct 12 2022,Russia’s FSB arrests 8 people and blames Ukraine for Crimea bridge blast,left
Feb 22 2022,Russian Escalation in Ukraine Raises Global Economic Risks,center
Feb 18 2022,White House believes Russia is behind cyberattacks in Ukraine,left
Feb 18 2022,Biden 'convinced' Putin has decided to invade Ukraine,center
May 25 2018,Trump's Ignorant Trade War,right
Aug 25 2022,Fighting Shatters Truce in Ethiopia’s War-Torn Tigray Region,left
Feb 25 2022,"Ukraine’s Capital Under Attack By Russian Forces, Missiles",right
Feb 25 2022,"Russian Forces Close In on Ukraine’s Capital, Bombing Intensifies",center
Feb 06 2023,Ukraine Warns Russia Is Planning Major Offensive as Kyiv Shakes Up Military Leadership,center
Feb 18 2022,"In Ukraine’s volatile east, a day of shelling, outages, fear",left
Oct 27 2020,Is the U.S. Already in a New Civil War?,left
Dec 29 2023,What Nikki Haley Didn’t Say,left
Jan 10 2024,"US, UK forces repel 'largest attack' by Houthis in Red Sea",center
May 21 2018,Medicaid and the Democratic War on Work,right
Dec 15 2022,"Russian Embassy warns of ""unpredictable consequences"" if US sends Patriot missiles to Ukraine",left
Mar 03 2022,"UN General Assembly Passes Resolution Condemning Russia’s War, But Taking No Action",right
Jan 08 2024,The Next Government Shutdown Is Going To Be About Immigration,left
Apr 22 2022,How Disney found itself in the middle of a culture war,left
Feb 09 2022,What happens to our troops in Ukraine if Russia invades?,right
Oct 07 2022,Signs to watch for if US believes a Russian nuclear attack on Ukraine is imminent,center
Jan 07 2024,Oil Slips After Saudi Arabia Slashes Prices of Asian Crude Exports,center
Feb 03 2023,"Putin Orders Russian Troops To Seize Donetsk, Luhansk Regions By March: Ukraine Intel",center
Apr 02 2023,"McCarthy rips Newsom for leaving California reliant on Russian oil, funding Putin's war machine",right
Mar 08 2022,Ukraine evacuates civilians from besieged city as 2 million flee Russian assault,left
Jan 06 2023,Ethiopia sets out on long road to peace after two years of war,center
Jan 06 2024,"Trucker Protests Got Martial Law, Hamas Thugs Get Coffee From Cops",right
Jan 31 2022,U.S. and Russian diplomats clash over Ukraine at U.N.,left
Jan 08 2024,An Al Jazeera journalist is the fifth member of his family killed by Israeli strikes on Gaza,left
Jan 28 2022,Ukraine has more than Russia to worry about,left
Apr 05 2022,Zelenskyy at the UN accuses Russian military of war crimes,left
Feb 24 2022,How AllSides Tracked the Buildup to Russia’s Invasion of Ukraine,left
Feb 22 2023,Tug of war between Denton voters and city officials continues over pot ordinance,center
Jun 21 2023,Pentagon says it overvalued military equipment sent to Ukraine by $6.2 billion — 'valuation errors' will allow US to send additional aid,right
Nov 02 2022,"Ethiopia and Tigray Forces Agree to Truce in Civil War, Mediators Say",left
Jan 03 2024,Speaker Mike Johnson leads House GOP on a trip to a Texas border,center
Jan 12 2024,Genocide Gets Political at the U.N.,right
Apr 10 2022,"War, economy could weaken Putin’s place as leader",left
Oct 01 2022,"Ukraine forces enter Lyman, Kyiv says Russian troops surrounded",center
Jan 06 2024,Pro-Palestinian protesters block Seattle freeway for several hours,center
Jan 27 2022,‘Ball is in their court’: US responds to Russia’s Ukraine demands,right
Jan 25 2022,‘These Losses Are Very Hard’: On the Frontlines With Ukraine’s Soldiers,left
Dec 07 2022,Russia Map Reveals How Ukraine Drones Attacked Deep Inside Country,center
Jun 21 2022,A Second American Has Died in Ukraine. He’s Unlikely to Be the Last,left
Jan 03 2023,Trump seems to have a large war chest – but is he struggling to raise money?,left
Jan 06 2024,Trump fires back at ‘Benedict Arnold’ Biden’s angry J6 anniversary demagoguery,right
Mar 29 2023,"Senate votes to repeal Iraq War power authorizations, 20 years after US invasion",left
Jan 09 2024,Taiwan’s defense ministry issues an air raid alert saying China has launched a satellite,left
